,Problem,correct,category,option_a,option_b,option_c,option_d,option_e
148,"if an investor puts $ 900 in a savings account that earns 10 percent annual interest compounded semiannually , how much money will be in the account after one year ?",d,gain, $ 986.25 , $ 988.25 , $ 990.25 , $ 992.25 , $ 994.25 
149,"each month a retailer sells 100 identical items . on each item he makes a profit of $ 30 that constitutes 16 % of the item ' s price to the retailer . if the retailer contemplates giving a 5 % discount on the items he sells , what is the least number of items he will have to sell each month to justify the policy of the discount ?",a,gain, 157 , 213 , 221 , 223 , 226 
150,the population of a town is 8000 . it decreases annually at the rate of 10 % p . a . what will be its population after 2 years ?,e,gain, 5100 , 5120 , 5200 , 5400 , 6480 
151,"in a certain city , 70 percent of the registered voters are democrats and the rest are republicans . in a mayoral race , if 80 percent of the registered voters who are democrats and 30 percent of the registered voters who are republicans are expected to vote for candidate a , what percent of the registered voters are expected to vote for candidate a ?",a,gain, 65 % , 52 % , 85 % , 69 % , 75 % 
152,"a broker invested her own money in the stock market . during the first year , she increased her stock market wealth by 80 percent . in the second year , largely as a result of a slump in the stock market , she suffered a 30 percent decrease in the value of her stock investments . what was the net increase or decrease on her overall stock investment wealth by the end of the second year ?",d,gain, − 5 % , 5 % , 15 % , 26 % , 80 % 
153,a certain sum is invested at simple interest at 18 % p . a . for two years instead of investing at 12 % p . a . for the same time period . therefore the interest received is more by rs . 504 . find the sum ?,d,gain, 7000 , 7029 , 2778 , 4200 , 2791 
154,"a green lizard can travel from the green cave to the blue cave in 108 minutes ; the blue lizard can travel from the blue cave to the green cave in 25 % less time . if the green lizard started to travel 7.5 minutes before the blue lizard , how many minutes after the blue lizard , will the green lizard pass the middle line ?",e,gain, 2 . , 3.5 . , 4 . , 5.5 . , 6 . 
155,the cost price of an article is 64 % of the marked price . calculate the gain percent after allowing a discount of 14 % ?,a,gain, 34.375 % , 48 % , 50.5 % , 52 % , 56 % 
156,simple interest on a certain sum of money for 3 years at 10 % per annum is half the compound interest on rs . 6500 for 2 years at 14 % per annum . the sum placed on simple interest is,e,gain, rs . 6500 , rs . 1947.4 , rs . 973.7 , rs . 2000 , none 
157,"mary works in a restaurant a maximum of 50 hours . for the first 20 hours , she is paid $ 8 per hour . for each overtime hour , she is paid at a rate which is 25 % higher than her regular rate . how much mary can earn in a week ?",c,gain, 300 , 420 , 460 , 320 , 400 
158,the charge for a single room at hotel p is 70 percent less than the charge for a single room at hotel r and 10 percent less than the charge for a single room at hotel g . the charge for a single room at hotel r is what percent greater than the charge for a single room at hotel g ?,d,gain, 100 % , 120 % , 150 % , 200 % , 300 % 
159,"in the first 10 overs of a cricket game , the run rate was only 3.2 . what should be the run rate in the remaining 40 0 vers to reach the target of 282 runs ?",a,gain, 6.25 , 6.5 , 6.75 , 7 , none 
160,"a reduction of 10 % in the price of oil enables a house wife to obtain 5 kgs more for rs . 800 , what is the reduced price for kg ?",e,gain, s . 42 , s . 46 , s . 40 , s . 41 , s . 16 
161,"in 2008 , the profits of company n were 10 percent of revenues . in 2009 , the revenues of company n fell by 20 percent , but profits were 13 percent of revenues . the profits in 2009 were what percent of the profits in 2008 ?",e,gain, 80 % , 105 % , 120 % , 124.2 % , 104 % 
162,"a , b and c invests rs . 2000 , rs . 3000 and rs . 4000 in a business . after one year a removed his money ; b and c continued the business for one more year . if the net profit after 2 years be rs . 3200 , then a ' s share in the profit is ?",d,gain, 299 , 267 , 269 , 400 , 276 
163,"a ladder 14 feet long is leaning against a wall that is perpendicular to level ground . the bottom of the ladder is 9 feet from the base of the wall . if the top of the ladder slips down 1 feet , how many feet will the bottom of the ladder slip ?",b,gain, 4 , 10 , 18 , 19 , 25 
164,a trader sells 40 metres of cloth for rs . 8200 at a profit of rs . 30 per metre of cloth . how much profit will the trder earn on 40 metres of cloth ?,d,gain, rs . 950 , rs . 1500 , rs . 1000 , rs . 1200 , none of these 
165,"company p had 15 percent more employees in december than it had in january . if company p had 460 employees in december , how many employees did it have in january ?",b,gain, 391 , 400 , 410 , 423 , 445 
166,"i sold a book at a profit of 10 % . had i sold it for $ 120 more , 15 % would have been gained . find the cost price ?",c,gain, $ 2000 , $ 2500 , $ 2400 , $ 3120 , $ 1540 
167,"in an election between two candidates - lange and sobel - 70 % of the voters voted for sobel . of the election ` s voters , 60 % were male . if 35 % of the female voters voted for lange , what percentage of the male voters voted for sobel ?",d,gain, 14 , 16 , 26 , 44 , 65 
168,"a , b and c enter into partnership . a invests some money at the beginning , b invests double the amount after 6 months , and c invests thrice the amount after 8 months . if the annual gain be rs . 27000 . a ' s share is ?",a,gain, 9000 , 2778 , 6000 , 2889 , 6612 
169,"what is the cp of rs 100 stock at 7 discount , with 1 / 5 % brokerage ?",c,gain, 93.9 , 96.3 , 93.2 , 96.7 , 96.21 
170,"find the c . i . on a sum of rs . 1800 for 6 months at 20 % per annum , interest being compounded quarterly ?",c,gain, 792 , 892 , 8920 , 802 , 9920 
171,"the value of a machine depreciates at 22 % per annum . if its present value is $ 1 , 50,000 , at what price should it be sold after two years such that a profit of $ 24,000 is made ?",d,gain, $ 255260 , $ 435260 , $ 125260 , $ 115260 , $ 155260 
172,"a team won 50 percent of its first 60 games in a particular season , and 80 percent of its remaining games . if the team won a total of 65 percent of its games that season , what was the total number of games that the team played ?",b,gain, 180 , 120 , 90 , 85 , 70 
173,"a sum was put at simple interest at a certain rate for 9 years had it been put at 5 % higher rate , it would have fetched 1350 more . find the sum .",a,gain, 3000 , 3100 , 3200 , 3300 , 3400 
174,ashok and pyarelal invested money together in a business and share a capital of ashok is 1 / 9 of that of pyarelal . if the incur a loss of rs 900 then loss of pyarelal ?,c,gain, 610 , 710 , 810 , 900 , 1000 
175,at what rate percent on simple interest will rs . 750 amount to rs . 975 in 5 years ?,e,gain, 2 , 3 , 4 , 5 , 6 
176,"4 mat - weavers can weave 4 mats in 4 days . at the same rate , how many mats would be woven by 8 mat - weavers in 8 days ?",b,gain, 4 , 16 , 8 , 1 , 2 
177,the profit obtained by selling an article for rs . 66 is the same as the loss obtained by selling it for rs . 22 . what is the cost price of the article ?,e,gain, rs . 40 , rs . 50 , rs . 49 , rs . 59 , rs . 44 
178,if difference between compound interest and simple interest on a sum at 10 % p . a . for 2 years is rs . 65 then sum is,b,gain, s . 5000 , s . 6500 , s . 5800 , s . 6000 , s . 6200 
179,"the price of an item is discounted 7 percent on day 1 of a sale . on day 2 , the item is discounted another 7 percent , and on day 3 , it is discounted an additional 10 percent . the price of the item on day 3 is what percentage of the sale price on day 1 ?",a,gain, 83.7 % , 85.2 % , 86.8 % , 78.8 % , 69.4 % 
180,"a and b began business with rs . 6000 and rs . 4000 after 8 months , a withdraws rs . 1000 and b advances rs . 1000 more . at the end of the year , their profits amounted to rs . 630 find the share of b .",c,gain, 240 , 288 , 273 , 877 , 361 
181,"sue ' s trail mix is 30 % nuts and 70 % dried fruit . jane ' s trail mix is 60 % nuts and 40 % chocolate chips . if the combined mixture of sue and jane ' s trails mix contains 45 % nuts , what percent of the combined mixture is dried fruit ?",c,gain, 25 % , 30 % , 35 % , 40 % , 45 % 
182,the sale price sarees listed for rs . 400 after successive discount is 20 % and 5 % is ?,e,gain, 338 , 277 , 342 , 882 , 304 
183,"calculate how many seconds it eill take for 4 bells to toll together again , given that they begin to toll together respectively at the intervals of 5 , 8 , 11 and 15 seconds . ?",b,gain, 1310 , 1320 , 1322 , 1323 , 1312 
184,"reema took a loan of rs 800 with simple interest for as many years as the rate of interest . if she paid rs . 632 as interest at the end of the loan period , what was the rate of interest .",b,gain, 8.62 % , 8.88 % , 8.32 % , 8 % , 9 % 
185,the population of a village is 7800 . it increases annually at the rate of 18 % p . a . what will be its population after 2 years ?,d,gain, 10000 , 12000 , 13000 , 10860 , 14400 
186,"the market value of a certain machine decreased by 20 percent of its purchase price each year . if the machine was purchased in 1982 for its market value of $ 8,000 , what was its market value two years later ?",e,gain, $ 8, $ 5, $ 3, $ 2, $ 4
187,"in a college , 70 % of total 100 arts students are locals . 50 % of students from 200 science students are locals and 85 % of total 120 commerce students are locals . what is the total percentage of locals from arts , science and commerce .",e,gain, 56 , 86.7 , 25.7 , 66 , 64.7 
188,"3 candidates in an election and received 5136 , 7636 and 11628 votes respectively . what % of the total votes did the winningcandidate got in that election ?",b,gain, 45 % , 48 % , 57 % , 59 % , 61 % 
189,a person borrows rs . 8000 for 2 years at 4 % p . a . simple interest . he immediately lends it to another person at 6 p . a for 2 years . find his gain in the transaction per year .,c,gain, 100 rs , 150 rs , 160 rs , 180 rs , 200 rs 
190,"a library branch originally contained 18360 volumes , 30 % of which were fiction novels . 1 / 3 of the volumes were transferred to another location and 1 / 3 of the volumes transferred were fiction novels . what percent of the remaining collection was fiction novels ?",c,gain, 2.5 % , 17.67 % , 28.3 % , 45.2 % , 73.6 % 
191,a and b put in rs . 300 and rs . 400 respectively into a business . a reinvests into the business his share of the first year ' s profit of rs . 210 where as b does not . in what ratio should they divide the second year ' s profit ?,a,gain, 39 : 40 , 39 : 45 , 39 : 40 , 39 : 41 , 39 : 42 
192,"if a and b get profits of rs . 15,000 and rs . 5,000 respectively at the end of year then ratio of their investments are",c,gain, 4 : 1 , 1 : 4 , 3 : 1 , 2 : 3 , 2 : 5 
193,"in town x , 64 percent of the population are employed , and 55 percent of the population are employed males . what percent of the employed people in town x are females ?",a,gain, 14 % , 25 % , 32 % , 40 % , 52 % 
194,"how long will a boy take to run round a square field of side 50 meters , if he runs at the rate of 12 km / hr ?",c,gain, 52 sec , 45 sec , 60 sec , 25 sec , 39 sec 
195,"running at the same constant rate , 6 identical machines can produce a total of 270 bottles per minute . at this rate , how many bottles could 5 such machines produce in 4 minutes ?",a,gain, 900 , 1, 2, 10, 64
196,"the cost price of 30 articles is the same as the selling price of x articles . if the profit is 25 % , what is x ?",d,gain, 18 , 20 , 22 , 24 , 26 
197,a man can row his boat with the stream at 36 km / h and against the stream in 8 km / h . the man ' s rate is ?,d,gain, 1 kmph , 6 kmph , 7 kmph , 14 kmph , 9 kmph 
198,"a merchant sells an item at a 20 % discount , but still makes a gross profit of 20 percent of the cost . what percent t of the cost would the gross profit on the item have been if it had been sold without the discount ?",c,gain, 20 % , 40 % , 50 % , 60 % , 75 % 
199,"if rs . 7500 are borrowed at c . i at the rate of 4 % per annum , then after 3 years the amount to be paid is ?",d,gain, 3377 , 2688 , 2688 , 8436 , 1268 
200,a can complete a certain job in 18 days . b is 80 % more efficient than a . in how many days can b complete the same job ?,e,gain, 6 , 6.25 , 7 , 7.5 , 10 
201,"i sold a book at a profit of 12 % . had i sold it for $ 18 more , 18 % would have been gained . find the cost price ?",c,gain, $ 100 , $ 250 , $ 300 , $ 200 , $ 180 
202,"if the price of an article went up by 25 % , then by what percent should it be brought down to bring it back to its original price ?",a,gain, 20 % , 2 / 8 % , 2 / 1 % , 1 / 3 % , 2 / 7 % 
203,"a retailer buys 40 pens at the market price of 36 pens from a wholesaler , if he sells these pens giving a discount of 1 % , what is the profit % ?",b,gain, 5 , 10 , 15 , 20 , none of them 
204,"if the true discount on a sum due 2 years hence at 14 % per annum be rs . 168 , the sum due is :",a,gain, rs . 768 , rs . 968 , rs . 1960 , rs . 2400 , none 
205,"a started a business with an investment of rs . 70000 and after 6 months b joined him investing rs . 120000 . if the profit at the end of a year is rs . 91000 , then the share of b is ?",b,gain, a ) 44500 , b ) 42000 , c ) 44098 , d ) 43007 , e ) 44098 
