,Problem,correct,category,option_a,option_b,option_c,option_d,option_e
153,"a palindrome is a word or a number that reads the same forward and backward . for example , 2442 and 111 are palindromes . if 5 - digit palindromes are formed using one or more of the digits 1 , 2 , 3 , 4 , and 5 , how many palindromes are possible ?",c,general, 25 , 75 , 125 , 225 , 625 
154,"joe ’ s average ( arithmetic mean ) test score across 4 equally weighted tests was 90 . he was allowed to drop his lowest score . after doing so , his average test score improved to 85 . what is the lowest test score that was dropped ?",d,general, 20 , 25 , 55 , 75 , 80 
155,the average age of 6 men increases by 2 years when two women are included in place of two men of ages 10 and 12 years . find the average age of the women ?,e,general, 87 , 12 , 30 , 28 , 17 
156,3639 + 11.95 - x = 3054 . find the value of x .,d,general, 407.09 , 479.75 , 523.93 , 596.95 , none of these 
157,a pharmaceutical company received $ 3 million in royalties on the first $ 20 million in sales of and then $ 9 million in royalties on the next $ 108 million in sales . by approximately what percentage did the ratio of royalties to sales decrease from the first $ 20 million in sales to the next $ 104 million in sales ?,d,general, 8 % , 15 % , 45 % , 42 % , 56 % 
158,"the cost per pound of milk powder and coffee were the same in june . in july , the price of coffee shot up by 300 % and that of milk powder dropped by 80 % . if in july , a mixture containing equal quantities of milk powder and coffee costs $ 6.30 for 3 lbs , how much did a pound of milk powder cost in july ?",b,general, $ 4 , $ 0.2 , $ 1 , $ 3 , $ 1.65 
159,a certain class of students is being divided into teams . the class can either be divided into 18 teams with an equal number of players on each team or 24 teams with an equal number of players on each team . what is the lowest possible number of students in the class ?,e,general, 6 , 36 , 48 , 60 , 72 
160,"a bus started its journey from mumbai and reached pune in 44 min with its average speed of 50 km / hr . if the average speed of the bus is increased by 5 km / hr , how much time will it take to cover the same distance ?",d,general, 38 min , 36 min , 31 min , 40 min , 49 min 
161,how many positive integers less than 250 are there such that they are multiples of 15 or multiples of 16 ?,c,general, 28 . , 29 . , 30 . , 31 . , 32 . 
162,"if ( 5 - x ) / ( 5 + x ) = x , what is the value of x ^ 2 + 6 x - 5 ?",d,general, - 6 , - 4 , - 2 , 0 , 3 
163,1 / 2 - [ ( 2 / 7 * 7 / 32 ) + 1 ] + 9 / 16 =,e,general, 29 / 16 , 19 / 16 , 15 / 16 , 9 / 13 , 0 
164,"3 buffaloes eat as much as 4 cows or 2 oxen . at a farm , there are 15 buffaloes , 8 oxen , and 24 cows . the fodder for these cattle is available for 48 days . if 60 more cows and 30 more buffaloes are brought in , how many days will the fodder last ?",b,general, 15 days , 18 days , 21 days , 24 days , 27 days 
165,the difference between a number and its three - fifth is 50 . what is the number ?,e,general, 185 , 190 , 160 , 120 , 125 
166,"if x = 6 and y = − 2 , what is the value of ( x − 2 y ) ^ y ?",b,general, − 100 , 0.01 , 0.25 , 4 , 8 
167,"a sum of money is to be divided among ann , bob and chloe . first , ann receives $ 4 plus one - half of what remains . next , bob receives $ 4 plus one - third of what remains . finally , chloe receives the remaining $ 32 . how much money t did bob receive ?",b,general, 20 , 22 , 24 , 26 , 52 
168,"in a urban village of india named ` ` owlna ' ' , 70 % people have refrigerator , 75 % people have television , 65 % people got computers and 95 % got air - conditionor . how many people ( minimum ) got all these luxury .",a,general, 5 % , 7 % , 3 % , 9 % , 15 % 
169,"if a person walks at 15 km / hr instead of 10 km / hr , he would have walked 10 km more . the actual distance traveled by him is ?",b,general, 50 km , 30 km , 18 km , 16 km , 97 km 
170,"having scored 96 runs in the 19 th inning , a cricketer increases his average score by 4 . what will be his average score after 19 innings ?",e,general, 28 , 27 , 26 , 22 , 24 
171,"what least number should be added to 1019 , so that the sum is completely divisible by 25 ?",e,general, 4 , 3 , 2 , 0 , 6 
172,"if x = 1 + √ 2 , then what is the value of x 4 - 4 x 3 + 4 x 2 + 5 ?",c,general, - 1 , 0 , 6 , 2 , 3 
173,"if x and y are integers such that ( x + 1 ) ^ 2 is less than or equal to 9 and ( y - 1 ) ^ 2 is less than 64 , what is the sum of the maximum possible value of xy and the minimum possible value of xy ?",b,general, - 16 , - 8 , 0 , 14 , 16 
174,the difference between a two - digit number and the number obtained by interchanging the two digits is 63 . which is the smaller of the two numbers ?,d,general, 29 , 70 , 92 , can not be determined , none of these 
175,"how many positive integers less than 5,000 are evenly divisible by neither 13 nor 21 ?",e,general, 4, 4, 4, 4, 4
176,"what is difference between biggest and smallest fraction among 2 / 5 , 3 / 4 , 4 / 5 and 5 / 6",e,general, 2 / 5 , 3 / 5 , 1 / 6 , 1 / 7 , none of these 
177,"there are 6 people in the elevator . their average weight is 156 lbs . another person enters the elevator , and increases the average weight to 151 lbs . what is the weight of the 7 th person .",a,general, 121 , 168 , 189 , 190 , 200 
178,"each child has 2 pencils and 13 skittles . if there are 15 children , how many pencils are there in total ?",a,general, 30 , 12 , 18 , 22 , 08 
179,"if a certain number x is divided by 62 , the reminder is 7 . what is the reminder when x + 11 is divided by 31 ?",c,general, 3 , 5 , 18 , 6 , 8 
180,"if 7 ^ w is a factor of the product of the integers from 1 to 100 , inclusive , what is the largest value of w ?",e,general, 12 , 13 , 14 , 15 , 16 
181,"a women purchased 3 towels @ rs . 100 each , 5 towels @ rs . 150 each and two towels at a certain rate which is now slipped off from his memory . but she remembers that the average price of the towels was rs . 145 . find the unknown rate of two towels ?",a,general, a ) 400 , b ) 450 , c ) 500 , d ) 550 , e ) 600 
182,"there are 6 chess amateurs playing in villa ' s chess club tournament . if each chess amateur plays with exactly 4 other amateurs , what is the total number of chess games possible to be played in the tournament ?",e,general, 10 , 20 , 40 , 60 , 12 
183,"in a maths test , students were asked to find 5 / 16 of a certain number . one of the students by mistake found 5 / 6 th of that number and his answer was 100 more than the correct answer . find the number .",a,general, 192 , 280 , 384 , 400 , 500 
184,"there are 4 more women than there are men on a local co - ed softball team . if there are a total of 14 players on the team , what is the ratio of men to women ?",e,general, 10 / 16 , 6 / 16 , 4 / 16 , 6 / 10 , 5 / 9 
185,8900 ÷ 6 ÷ 4 = ?,d,general, 349 , 541.75 , 224.37 , 370.833 , none of these 
186,the markup on a box of apples is 10 percent of the cost . the markup is what percent of the selling price ? ( markup = selling price - cost ),a,general, 9.09 % , 10 % , 12 1 / 2 % , 15 % , 16 2 / 3 % 
187,how many positive integers less than 9999 are such that the product of their digits is 210 .,a,general, 24 , 58 , 26 , 34 , 25 
188,"a store reported total sales of $ 385 million for february of this year . if the total sales for the same month last year was $ 320 million , approximately what was the percent increase w in sales ?",c,general, 2 % , 17 % , 20 % , 65 % , 83 % 
189,"a man saves 10 % of his monthly salary . if an account of dearness of things he is to increase his monthly expenses by 5 % , he is only able to save rs . 400 per month . what is his monthly salary ?",d,general, rs . 6500 , rs . 7500 , rs . 7200 , rs . 7273 , rs . 6300 
190,find the last digit of ( 1021 ^ 3921 ) + ( 3081 ^ 3921 ),c,general, 0 , 1 , 2 , 3 , 4 
191,"the average weight of d , e and f is 42 kg . if the average weight of d and e be 35 kg and that of e and f be 41 kg , what is the weight of e ?",d,general, 23 kg , 24 kg , 25 kg , 26 kg , 27 kg 
192,find the smallest number which when divided by 12 and 15 leaves respective remainders of 8 and 11 .,e,general, 87 , 97 , 27 , 21 , 56 
193,"a batsman in his 20 th innings makes a score of 90 , and thereby increases his average by 2 . what is his average after the 20 th innings ? he had never been ’ not out ’ .",a,general, 52 , 37 , 39 , 43 , 42 
194,"s ( n ) is a n - digit number formed by attaching the first n perfect squares , in order , into one integer . for example , s ( 1 ) = 1 , s ( 2 ) = 14 , s ( 3 ) = 149 , s ( 4 ) = 14916 , s ( 5 ) = 1491625 , etc . how many digits are in s ( 99 ) ?",b,general, 350 , 353 , 354 , 356 , 357 
195,how many figures are required to number the pages the pages of a book containing 1210 pages ?,e,general, 3533 , 3833 , 3333 , 3633 , 3733 
196,"the average weight of a , b and c is 75 kg . if the average weight of a and b be 88 kg and that of b and c be 72 kg , then the weight of b is :",d,general, 60 kg , 59 kg , 62 kg , 63 kg , 61 kg 
197,"a and b are mixed together in the ratio 9 : 11 . what is the weight of mixture , if 26.1 kg of a has been consumed in it ?",d,general, 56 , 45 , 58.2 , 58 , 46 
198,find the constant k so that : - x 2 - ( k + 12 ) x - 8 = - ( x - 2 ) ( x - 4 ),c,general, 11 , 12 , 18 , 14 , 15 
199,"last year , company x paid out a total of $ 1 , 050,000 in salaries to its 31 employees . if no employee earned a salary that is more than 20 % greater than any other employee , what is the lowest possible salary that any one employee earned ?",b,general, $ 10, $ $ 28 , $ 42, $ 50, $ 60
200,"if n is a positive integer and the product of all integers from 1 to n , inclusive , is a multiple of 350 , what is the least possible value of n ?",b,general, 5 , 7 , 12 , 13 , 14 
201,"3 maths classes : a , b and c take an algebra test . the average score of class a is 83 . the average score of class b is 76 . the average score of class c is 85 . the average score of class a and b is 79 and average score of class b and c is 81 . what is the average score of classes a , b , c ?",d,general, 81.8 , 81.1 , 81.2 , 81.5 , 81.9 
202,the product of two numbers is 120 and the sum of their squares is 289 . find the sum ?,a,general, 23 , 20 , 15 , 26 , 28 
203,find the sum of first 26 natural numbers,d,general, 470 , 468 , 465 , 351 , 485 
204,x + ( 1 / x ) = 3 find x ^ 2 + ( 1 / x ^ 2 ),b,general, 2.25 , 7 , 4.25 , 5.25 , 6.25 
205,a certain debt will be paid in 52 installments from january 1 to december 31 of a certain year . each of the first 8 payments is to be $ 410 ; each of the remaining payments is to be $ 65 more than each of the first 8 payments . what is the average ( arithmetic mean ) payment that will be made on the debt for the year ?,c,general, 443 , 450 , 465 , 468 , 475 
206,the sum of the fourth and twelfth term of an arithmetic progression is 20 . what is the sum of the first 20 terms of the arithmetic progression ?,e,general, 300 , 120 , 150 , 170 , 200 
207,"crazy eddie has a key chain factory . eddie managed to decrease the cost of manufacturing his key chains while keeping the same selling price , and thus increased the profit from the sale of each key chain from 40 % of the selling price to 50 % of the selling price . if the manufacturing cost is now $ 50 , what was it before the decrease ?",e,general, $ 20 , $ 40 , $ 50 , $ 80 , $ 60 
208,"if the average of 1 , 2 , 4 , 5 , 6 , 9 , 9 , 10 , 12 and x is 7 , what is the value of x ?",d,general, 7 , 9 , 11 , 12 , 13 
209,a jogger running at 9 km / hr along side a railway track is 200 m ahead of the engine of a 200 m long train running at 45 km / hr in the same direction . in how much time will the train pass the jogger ?,c,general, 89 , 20 , 40 , 88 , 34 
210,"if r is the least positive integer that is divisible by every integer from 12 to 16 inclusive , then r / 13 is =",c,general, 40320 , 21840 , 1680 , 840 , 240 
211,"for what value of x between − 5 and 5 , inclusive , is the value of x ^ 2 − 10 x + 16 the greatest ?",a,general, − 5 , − 2 , 0 , 2 , 4 
212,"what is the average of 1200 , 1300 , 1400 , 1510 , 1520 , 1530 , and 1200 ?",c,general, 1360.47 , 1355.8 , 1380 , 1350 , 1333 
213,"a student took 5 papers in an examination , where the full marks were the same for each paper . his marks in these papers were in the proportion of 5 : 6 : 7 : 8 : 9 . in all papers together , the candidate obtained 60 % of the total marks . then the number of papers in which he got more than 50 % marks is",d,general, 2 , 3 , 4 , 5 , 1 
214,if x ¤ y = ( x + y ) ^ 2 - ( x - y ) ^ 2 . then √ 6 ¤ √ 6 =,d,general, 0 , 5 , 10 , 24 , 20 
215,the average speed of a car is 1 4 / 5 times the avg speed of a bike . a tractor covers 575 km in 25 hrs . how much distance will the car cover in 4 hrs if the speed of the bike is twice speed of the tractor ?,c,general, 400 km , 500 km , 331.2 km , 550 km , 600 km 
216,"there are 56 lights which are functional and each is controlled by a separate on / off switch . two children x and y start playing with the switches . x starts by pressing every third switch till he reaches the end . y , thereafter , presses every fifth switch till he too reaches the end . if all switches were in off position at the beggining , how many lights are switched on by the end of this operation ?",c,general, 18 , 19 , 17 , 15 , 16 
