,Problem,correct,category,option_a,option_b,option_c,option_d,option_e
141,"an engineer undertakes a project to build a road 10 km long in 60 days and employs 30 men for the purpose . after 20 days , he finds only 2 km of the road has been completed . find the ( approximate ) number of extra men he must employ to finish the work in time .",c,physics, 20 , 15 , 30 , 45 , 60 
142,"at steel factory , each employee working the second shift produced 2 / 3 as many widgets as each employee working the first shift . if the first shift has 3 / 4 as many employees , what fraction of the total widgets did the second shift produce ?",a,physics, 8 / 17 , 1 / 2 , 8 / 9 , 9 / 8 , 17 / 8 
143,36 men can complete a piece of work in 18 days . in how many days will 81 men complete the same work ?,a,physics, 8 , 77 , 88 , 29 , 21 
144,"diana works 10 hours per day on monday , wednesday and friday , and 15 hours per day on tuesday and thursday . she does not work on saturday and sunday . she earns $ 1800 per week . how much does she earn in dollars per hour ?",c,physics, 20 , 22 , 30 , 24 , 25 
145,a car travels at a speed of 65 miles per hour . how far will it travel in 8 hours ?,c,physics, 125 miles , 225 miles , 520 miles , 425 miles , 525 miles 
146,the sector of a circle has radius of 21 cm and central angle 120 o . find its perimeter ?,d,physics, 91.5 cm , 11.5 cm , 91.8 cm , 86 cm , 99.5 cm 
147,find the expenditure on digging a well 14 m deep and of 3 m diameter at rs . 19 per cubic meter ?,b,physics, 2998 , 1881 , 2890 , 1485 , 2780 
148,"after working for 6 days , david was joined by moore . together they completed the remaining job in 3 days . how many days will it take both of them to complete the entire job , given that it would have taken david 12 days to complete the job alone ?",c,physics, 7 , 4 , 6 , 2 , 7 
149,how long does a train 110 m long running at the speed of 54 km / hr takes to cross a bridge 132 m length ?,d,physics, 12.9 sec , 12.1 sec , 17.9 sec , 16.13 sec , 14.9 sec 
150,two airplanes take off from one airfield at noon . one flies due east at 203 miles per hour while the other flies directly northeast at 283 miles per hour . approximately how many miles apart are the airplanes at 2 p . m . ?,c,physics, 166 , 332 , 406 , 483 , 566 
151,"i spend 40 hours a week ( 5 days ) at work and like to organize my time so that i spend an equal number of hours on the two tasks i currently have . currently , i am spending 5 hours a day on task 1 and 3 on task 2 . how many hours a week less do i need to spend on task 1 in order to evenly distribute my time ?",a,physics, 5 , 3 , 7 , 1 , 6 
152,what is the greatest of 3 consecutive integers whose sum is 27 ?,e,physics, 6 , 7 , 8 , 9 , 11 
153,10 people can write 55 book in 12 days working 8 hour a day . then in how many day 198 can be written by 48 people ?,a,physics, 9 , 13 , 21 , 24 , 23 
154,"the current of a stream runs at the rate of 4 kmph . a boat goes 12 km and back to the starting point in 2 hours , then find the speed of the boat in still water ?",e,physics, a ) 17.33 , b ) 2 , c ) 18 , d ) 16 , e ) 13.21 
155,"a train 200 m long passes a man , running at 5 km / hr in the same direction in which the train is going , in 10 seconds . the speed of the train is :",c,physics, 45 km / hr , 50 km / hr , 77 km / hr , 55 km / hr , 56 km / hr 
156,"to fill a tank , 200 buckets of water is required . how many buckets of water will be required to fill the same tank if the capacity of the bucket is reduced to four - fifths of its present ?",e,physics, 50 , 100 , 150 , 200 , 250 
157,"the cross - section of a cannel is a trapezium in shape . if the cannel is 6 m wide at the top and 4 m wide at the bottom and the area of cross - section is 10290 sq m , the depth of cannel is ?",a,physics, 258 , 260 , 262 , 264 , 266 
158,"james and david work at a grocery shop with 6 other workers . for an internal review , 2 of the 6 workers will be randomly chosen to be interviewed . what is the probability that james and david will both be chosen ?",e,physics, 1 / 20 , 1 / 22 , 1 / 23 , 1 / 25 , 1 / 15 
159,"a man swims downstream 30 km and upstream 18 km taking 6 hours each time , what is the speed of the man in still water ?",e,physics, 7 , 8 , 5 , 2 , 4 
160,"pipes a and b can fill a tank in 6 and 4 hours . pipe c can empty it in 12 hours . if all pipes are opened together , then the tank will be filled in ?",a,physics, 3 hr , 2 hr , 1 hr , 9 / 7 hr , 5 / 3 hr 
161,a cistern 6 m long and 4 m wide contains water up to a depth of 1 m 25 cm . the total area of the west surface is :,a,physics, 49 m 2 , 50 m 2 , 53.5 m 2 , 55 m 2 , none of these 
162,"a can do a work in 15 days and b in 20 days . if they work on it together for 4 days , then the fraction of the work that is left is :",d,physics, 1 / 4 , 1 / 10 , 7 / 15 , 8 / 15 , 9 / 15 
163,"if a light flashes every 6 seconds , how many times will it flash in ¾ of an hour ?",a,physics, 451 times , 638 times , 838 times , 436 times , 435 times 
164,"while working alone at their constant rates , computer x can process 240 files in 12 hours , and computer y can process 240 files in 3 hours . if all files processed by these computers are the same size , how many hours would it take the two computers , working at the same time at their respective constant rates , to process a total of 240 files ?",e,physics, 1.6 , 1.8 , 2 , 2.2 , 2.4 
165,"two dogsled teams raced across a 300 mile course in wyoming . team a finished the course in 3 fewer hours than team r . if team a ' s average speed was 5 mph greater than team r ' s , what was team r ' s average mph ?",d,physics, 12 , 15 , 18 , 20 , 25 
166,a cyclist bikes x distance at 20 miles per hour and returns over the same path at 16 miles per hour . what is the cyclist ' s average rate for the round trip in miles per hour ?,a,physics, 17.6 , 17.3 , 8.6 , 17.2 , 9.0 
167,"a train covers a distance of 12 km in 10 min . if it takes 8 sec to pass a telegraph post , then the length of the train is ?",c,physics, 100 , 110 , 160 , 130 , 140 
168,"a train which has 440 m long , is running 45 kmph . in what time will it cross a person moving at 9 kmph in same direction ?",b,physics, 56 sec , 44 sec , 36 sec , 29 sec . , 19 sec . 
169,two numbers have a h . c . f of 16 and a product of two numbers is 2560 . find the l . c . m of the two numbers ?,c,physics, 140 , 150 , 160 , 170 , 180 
170,a man rows his boat 60 km downstream and 30 km upstream taking 3 hrs each time . find the speed of the stream ?,a,physics, 5 kmph , 6 kmph , 8 kmph , 1 kmph , 2 kmph 
171,"the q train leaves station a moving at a constant speed , and passes by stations b and c , in this order . it takes the q train 7 hours to reach station b , and 5 additional hours to reach station c . the distance between stations a and b is m kilometers longer than the distance between stations b and c . what is the distance between stations a and c in terms of m ?",b,physics, 1.8 m , 6 m , 7 m , 9 m , 12 m 
172,"a man sitting in a train which is traveling at 50 kmph observes that a goods train , traveling in opposite direction , takes 9 seconds to pass him . if the goods train is 280 m long , find its speed . ?",c,physics, 50 kmph , 58 kmph , 62 kmph , 65 kmph , 75 kmph 
173,how many pieces of 75 cm can be cut from a rope 54 meters long ?,d,physics, 30 , 40 , 60 , 72 , can not be determined 
174,susan drove an average speed of 30 miles per hour for the first 40 miles of a trip then at a average speed of 15 miles / hr for the remaining 40 miles of the trip if she made no stops during the trip what was susan ' s avg speed in miles / hr for the entire trip,b,physics, 35 , 20 , 45 , 50 , 55 
175,"two good train each 250 m long , are running in opposite directions on parallel tracks . their speeds are 45 km / hr and 30 km / hr respectively . find the time taken by the slower train to pass the driver of the faster one .",b,physics, 12 sec , 24 sec , 48 sec , 60 sec , none 
176,"if a car went the first third of the distance at 10 kmh , the second third at 24 kmh , and the last third at 48 kmh , what was the average speed of the car for the entire trip ?",b,physics, 36 kmh , 19 kmh , 42 kmh , 44 kmh , 50 kmh 
177,"the speed of a railway engine is 96 km per hour when no compartment is attached , and the reduction in speed is directly proportional to the square root of the number of compartments attached . if the speed of the train carried by this engine is 24 km per hour when 9 compartments are attached , the maximum number of compartments that can be carried by the engine is :",c,physics, 19 , 18 , 16 , 17 , 14 
178,"machine a and machine b process the same work at different rates . machine c processes work as fast as machines a and b combined . machine d processes work 3 times as fast as machine c ; machine d ’ s work rate is also exactly 4 times machine b ’ s rate . assume all 4 machines work at fixed unchanging rates . if machine a works alone on a job , it takes 7 hours . if all 4 machines work together on the same job simultaneously , how many minutes will it take all of them to complete it ?",b,physics, 8 , 21 , 24 , 27 , 30 
179,a 300 meter long train crosses a platform in 48 seconds while it crosses a signal pole in 18 seconds . what is the length of the platform ?,a,physics, 500 , 289 , 350 , 882 , 281 
180,two trains move in the same direction at speeds 50 kmph and 32 kmph respectively . a man in the slower train observes that 15 seconds elapse before the faster train completely passes by him . what is the length of faster train ?,b,physics, 100 m , 75 m , 120 m , 50 m , 70 m 
181,how many seconds will a train 100 meters long take to cross a bridge 150 meters long if the speed of the train is 42 kmph ?,a,physics, 21.4 sec , 77 sec , 25 sec , 18 sec , 17 sec 
182,two cars of length 120 m and 280 m are running towards each other on parallel lines at 42 kmph and 30 kmph respectively . in what time will they be clear of each other from the moment they meet ?,d,physics, 10 sec , 30 sec , 40 sec , 20 s , 50 sec 
183,"if 6 men can reap 60 acres of land in 10 days , how many acres of land can 12 men reap in 20 days ?",c,physics, 120 , 360 , 240 , 182 , 1000 
184,if ram and gohul can do a job in 10 days and 15 days independently . how many days would they take to complete the same job working simultaneously ?,e,physics, 5 , 8 , 4 , 7 , 6 
185,"a motorcyclist started riding at highway marker a , drove 120 miles to highway marker b , and then , without pausing , continued to highway marker c , where she stopped . the average speed of the motorcyclist , over the course of the entire trip , was 40 miles per hour . if the ride from marker a to marker b lasted 3 times as many hours as the rest of the ride , and the distance from marker b to marker c was half of the distance from marker a to marker b , what was the average speed , in miles per hour , of the motorcyclist while driving from marker b to marker c ?",e,physics, 40 , 45 , 50 , 55 , 67.5 
186,"a man can do a piece of work in 8 days , but with the help of his son , he can finish it in 3 days . in what time can the son do it alone ?",c,physics, 5 , 5 1 / 2 , 4 4 / 5 , 6 , 9 1 / 2 
187,"caleb and kyle built completed the construction of a shed in 10 and half days . if they were to work separately , how long will it take each for each of them to build the shed , if it will take caleb 2 day earlier than kyle ?",c,physics, 10 and 12 , 9 and 11 , 20 and 22 , 8 and 10 , 19 and 21 
188,"in a manufacturing plant , it takes 36 machines 8 hours of continuous work to fill 8 standard orders . at this rate , how many hours of continuous work by 72 machines are required to fill 12 standard orders ?",b,physics, 3 , 6 , 8 , 9 , 12 
189,"a 2000 liter tank , half - full of water is being filled from a pipe with a flow rate of 1 kiloliter every 2 minutes . at the same time , the tank is losing water from two drains at a rate of 1 kiloliter every 4 minutes and every 6 minutes . how many minutes does it take to fill the tank completely ?",b,physics, 8 , 12 , 18 , 24 , 48 
