,Problem,correct,category,option_a,option_b,option_c,option_d,option_e
149,the diagonals of a rhombus are 14 cm and 18 cm . find its area ?,d,geometry, 176 , 190 , 150 , 126 , 292 
150,"the area of a triangle will be when a = 2 m , b = 4 m , c = 6 m , a , b , c being lengths of respective sides ?",d,geometry, 3 , 7 , 5 , 6 , 4 
151,"a rectangular field is to be fenced on three sides leaving a side of 20 feet uncovered . if the area of the field is 650 sq . feet , how many feet of fencing will be required ?",c,geometry, 34 , 40 , 85 , 88 , none 
152,the second angle of a triangle is double the first ( 110 ) . the third angle is 40 less than the first ( 15 ) . find the first angle .,c,geometry, 35 , 45 , 55 , 65 , 75 
153,"how many diagonals does a polygon with 17 sides have , if one of its vertices does not connect to any diagonal ?",b,geometry, 102 , 104 , 110 , 90 , 84 
154,if the radius of the sphere is 14 m . then its total surface area is,c,geometry, 2644', 2446', 2464', 6442', 6424'] 
155,a volume of 10996 l water is in a container of sphere . how many hemisphere of volume 4 l each will be required to transfer all the water into the small hemispheres ?,e,geometry, 2812 , 8231 , 2734 , 4222 , 2749 
156,the area of rectangular field of length 90 meters and breadth 80 meters is equal to the area of a square plot . what will be the length of the diagonal of the square plot ?,b,geometry, 100 m', 120 m', 95 m', 80 m', 150 m'] 
157,"a rectangular room 14 m long , 12 m broad is surrounded by a varandah , 3 m wide . find the area of the varandah ?",b,geometry, 170', 180', 190', 210', 150'] 
158,the parameter of a square is equal to the perimeter of a rectangle of length 22 cm and breadth 16 cm . find the circumference of a semicircle whose diameter is equal to the side of the square . ( round off your answer to two decimal places ),d,geometry, 77.14 cm , 47.14 cm , 84.92 cm , 29.85 cm , 23.57 cm 
159,the base of a triangle is 15 cm and height is 12 cm . the height of another triangle of double the area having the base 20 cm is :,c,geometry, 22 cm', 20 cm', 18 cm', 10 cm', none of these'] 
160,"rectangular tile each of size 20 cm by 30 cm must be laid horizontally on a rectangular floor of size 100 cm by 150 cm , such that the tiles do not overlap and they are placed with edges jutting against each other on all edges . a tile can be placed in any orientation so long as its edges are parallel to the edges of floor . no tile should overshoot any edge of the floor . the maximum number of tiles that can be accommodated on the floor is :",c,geometry, 40 , 15 , 25 , 32 , 45 
161,"the length of a rectangular field is 7 / 5 its width . if the perimeter of the field is 336 meters , what is the width of the field ?",c,geometry, 50 , 60 , 70 , 80 , 90 
162,"the mass of 1 cubic meter of a substance is 200 kg under certain conditions . what is the volume in cubic centimeters of 1 gram of this substance under these conditions ? ( 1 kg = 1,000 grams and 1 cubic meter = 1 , 000,000 cubic centimeters )",e,geometry, 1', 2', 3', 4', 5'] 
163,"a rectangular field is to be fenced on three sides leaving a side of 8 feet uncovered . if the area of the field is 680 sq . ft , how many feet of fencing will be required ?",d,geometry, 244 ft , 88 ft , 122 ft , 178 ft , 66 ft 
164,smita was making a cube with dimensions 5 * 5 * 5 using 1 * 1 * 1 cubes . what is the number of cubes needed to make a hollow cube looking of the same shape ?,a,geometry, 98', 104', 100', 61', 51'] 
165,the area of a square field is 64816 sq m . how long will a lady take to cross the field diagonally at the rate of 7.2 km / hr ?,d,geometry, 2 min , 4 min , 5 min , 3 min , 3.5 min 
166,find the area of the quadrilateral of one of its diagonals is 15 cm and its off sets 6 cm and 4 cm ?,c,geometry, 50 cm 2 , 60 cm 2 , 75 cm 2 , 90 cm 2 , 150 cm 2 
167,a cubical block of metal weighs 6 pounds . how much will another cube of the same metal weigh if its sides are twice as long ?,a,geometry, 48 , 99 , 266 , 28 , 17 
168,"if the volume of two cubes are in the ratio 64 : 1 , the ratio of their edges is :",d,geometry, 3 : 1 , 3 : 2 , 3 : 5 , 4 : 1 , none of these 
169,"in a rectangular coordinate system , what is the area of a quadrilateral whose vertices have the coordinates ( 4 , - 3 ) , ( 4 , 7 ) , ( 10 , 4 ) , ( 10 , - 7 ) ?",e,geometry, 51 , 54 , 57 , 60 , 63 
170,four horses are tethered at four corners of a square plot of side 63 metres so that they just can not reach one another . the area left ungrazed is :,d,geometry, 675.5 m 2', 780.6 m 2', 785.8 m 2', 850.5 m 2', 950.5 m 2'] 
171,"a cubic object 3 ' ' x 3 ' ' x 3 ' ' is painted blue on all the outside surfaces , including the top and bottom . if the cube is cut into 27 cubes of 1 ' ' x 1 ' ' x 1 ' ' , how many 1 ' ' cubes do have any painted surfaces ?",c,geometry, 15', 22', 26', 33', 44'] 
172,"rectangle a has sides a and b , and rectangle b has sides c and d . if a / c = b / d = 3 / 5 , what is the ratio of rectangle a ’ s area to rectangle b ’ s area ?",c,geometry, 5 / 3', 9 / 5', 9 / 25', 3 / 5', 25 / 9'] 
173,the area of a square field is 4802 m ( power ) 2 the length of its diagonal is :,a,geometry, 98 m', 102 m', 95 m', 105 m', 96 m'] 
174,"the area of the house of a hall is 20 m 2 that of a longer wall 10 m 2 and of the shorter wall 8 m 2 , find the edge of the new cube ?",b,geometry, 45 m 3', 40 m 3', 60 m 3', 600 m 3', 300 m 3'] 
175,find the surface area of a 8 cm x 4 cm x 2 cm brick .,b,geometry, 136 cu cm , 112 cu cm , 164 cu cm , 180 cu cm , none 
176,the length of a rectangle is reduced by 22 % . by what % would the width have to be increased to maintainthe original area ?,c,geometry, 15 % , 20 % , 28 % , 35 % , 40 % 
177,"if the difference between the length and breadth of a rectangle is 23 m and its perimeter is 226 m , what is its area ?",c,geometry, 2510 , 2535 , 3060 , 2515 , 2520 
178,"frank the fencemaker needs to fence in a rectangular yard . he fences in the entire yard , except for one full side of the yard , which equals 40 feet . the yard has an area of 320 square feet . how many feet offence does frank use ?",d,geometry, 14 , 47 , 54 , 56 , 240 
179,the length of a rectangle is halved while its width is also halved . what is the % change in area ?,e,geometry, 25 % , 30 % , 50 % , 65 % , 75 % 
180,the floor of a rectangular room is 15 m long and 12 m wide . the room is surrounded by a verandah of width 2 m on all its sides . the area of the verandah is :,a,geometry, 124 m 2', 120 m 2', 108 m 2', 58 m 2', none of these'] 
181,the side of a rhombus is 20 m and length of one of its diagonals is 16 m . the area of the rhombus is ?,b,geometry, 223.28 , 293.28 , 293.78 , 291.28 , 193.28 
182,"the length of a rectangle is halved , while its breadth is tripled . whatis the % change in area ?",c,geometry, 30 % , 40 % , 50 percent , 60 % , 70 % 
183,"a metallic sheet is of rectangular shape with dimensions 50 m x 36 m . from each of its corners , a square is cut off so as to make an open box . if the length of the square is 8 m , the volume of the box ( in m 3 ) is :",a,geometry, 5440 , 5120 , 6420 , 7500 , 8960 
184,"square p is inscribed in circle q . if the perimeter of p is 40 , what is the circumference of q ?",b,geometry, 11 √ 2 π', 10 √ 2 π', 9 √ 2 π', 8 √ 2 π', 7 √ 2 π'] 
185,"the size of a television screen is given as the length of the screen ' s diagonal . if the screens were flat , then the area of a square 21 - inch screen would be how many square inches greater than the area of a square 17 - inch screen ?",e,geometry, 2 , 4 , 16 , 38 , 76 
186,"a rectangular field is to be fenced on three sides leaving a side of 10 feet uncovered . if the area of the field is 600 sq . ft , how many feet of fencing will be required ?",a,geometry, 130 feet , 22 feet , 20 feet , 15 feet , 10 feet 
187,"an order was placed for a carpet whose length and width were in the ratio of 3 : 2 . subsequently , the dimensions of the carpet were altered such that its length and width were in the ratio 2 : 1 but were was no change in its perimeter . what is the ratio of the areas of the carpets ?",e,geometry, 7 : 5 , 12 : 11 , 17 : 15 , 22 : 17 , 27 : 25 
188,how many cubes of edge 2 dm can be cut out of a meter cube ?,d,geometry, 296', 289', 270', 125', 278'] 
189,the area of a square is 625 sq cm . find the ratio of the breadth and the length of a rectangle whose length is thrice the side of the square and breadth is 20 cm less than the side of the square .,d,geometry, 5 : 12 , 5 : 13 , 2 : 9 , 1 : 15 , 1 : 5 
190,the area of a triangle is with base 3 m and height 10 m ?,c,geometry, 88 m 2 , 10 m 2 , 66 m 2 , 15 m 2 , 31 m 2 
191,"a snooker tournament charges $ 40.00 for vip seats and $ 10.00 for general admission ( “ regular ” seats ) . on a certain night , a total of 320 tickets were sold , for a total cost of $ 7,500 . how many fewer tickets were sold that night for vip seats than for general admission seats ?",e,geometry, 190', 180', 170', 160', 148'] 
192,the area of sector of a circle whose radius is 12 metro and whose angle at the center is 39 ° is ?,c,geometry, 40 m 2 , 45 m 2 , 49 m 2 , 51 m 2 , 55 m 2 
193,find the perimeter and area of the rectangle of length 15 cm and breadth 11 cm .,c,geometry, 71 cm 2 , 121 cm 2 , 165 cm 2 , 171 cm 2 , 221 cm 2 
194,30 square stone slabs of equal size were needed to cover a floor area of 67.5 sq . m . find the length of each stone slab ?,a,geometry, 150 cm , 767 cm , 88 cm , 666 cm , 776 cm 
195,a gardener changed the size of his rectangle shaped garden by increasing it ' s length by 40 % & decreasing is ' s width by 20 % . find area of new garden .,b,geometry, 1.04', 1.12', 1.24', 1.4', 1.5'] 
196,"the slant height of a cone is 12 cm and radius of the base is 4 cm , find the curved surface of the cone ?",c,geometry, 26 , 28 , 48 , 26 , 28 
197,"in a rectangular coordinate system , what is the area of a rhombus whose vertices have the coordinates ( 0 , 3.5 ) , ( 11 , 0 ) , ( 0 , - 3.5 ) , ( - 11 , 0 ) ?",b,geometry, 56 , 77 , 112 , 116 , 120 
198,"right triangle abc is to be drawn in the xy - plane so that the right angle is at a and ab is parallel to the y - axis . if the x - and y - coordinates of a , b , and c are to be integers that are consistent with the inequalities - 4 ≤ x ≤ 2 and 4 ≤ y ≤ 9 , then how many different triangles can be drawn that will meet these conditions ?",c,geometry, 54 , 432 , 864 , 2, 148
199,the area of a triangle is with base 8.4 m and height 5.8 m ?,e,geometry, 11.36 m 2 , 10.36 m 2 , 18.36 m 2 , 19.36 m 2 , 24.36 m 2 
200,the length of the rectangular field is double its width . inside the field there is square shaped pond 8 m long . if the area of the pond is 1 / 2 of the area of the field . what is the length of the field ?,b,geometry, 13 , 16 , 34 , 43 , 42 
201,"what will be the cost of building a fence around a square plot with area equal to 36 sq ft , if the price per foot of building the fence is rs . 58 ?",e,geometry, 3944 , 2882 , 2999 , 2667 , 1392 
202,a goat is tied to one corner of a square plot of side 12 m by a rope 7 m long . find the area it can graze ?,c,geometry, 32', 36.5', 38.5', 39', 39.5'] 
203,the cube root of . 000343 is,b,geometry, 0.7 , 0.07 , 0.007 , 7 , none of these 
204,how many pieces can a square pizza be cut into by making 4 linear cuts ?,b,geometry, 10', 11', 12', 13', 14'] 
205,a rectangular swimming pool is 10 feet by 12 feet . a deck that has uniform width surrounds the pool . the total area of the pool and deck is 360 square feet . what is the width of the deck ?,d,geometry, 7 , 2 , 3 , 4 , 6 
206,the dimensions of a room are 25 feet * 15 feet * 12 feet . what is the cost of white washing the four walls of the room at rs . 5 per square feet if there is one door of dimensions 6 feet * 3 feet and three windows of dimensions 4 feet * 3 feet each ?,d,geometry, 2277 , 2977 , 2677 , 4530 , 1971 
207,two cylinders are of the same height . their radii are in the ratio 1 : 3 . if the volume of the first cylinder is 40 cc . find the volume of the second cylinder ?,a,geometry, 360 cc', 60 cc', 300 cc', 36 cc', 39 cc'] 
208,the volume of a cube is 3375 cc . find its surface .,a,geometry, 1350 , 1150 , 1456 , 1254 , 1489 
209,"a rectangular farm has to be fenced one long side , one short side and the diagonal . if the cost of fencing is rs . 13 per meter . the area of farm is 1200 m 2 and the short side is 30 m long . how much would the job cost ?",b,geometry, 1276 , 1560 , 2832 , 1299 , 1236 
210,"a rectangular field is to be fenced on three sides leaving a side of 20 feet uncovered . if the area of the field is 50 sq . feet , how many feet of fencing will be required ?",c,geometry, 34 , 40 , 25 , 88 , 78 
211,the diagonal of a rhombus are 65 m and 60 m . its area is :,b,geometry, 1940 , 1950 , 1960 , 1990 , 1980 
