,Problem,correct,category,option_a,option_b,option_c,option_d,option_e
1093,two vessels contains equal number of mixtures milk and water in the ratio 5 : 3 and 6 : 2 . both the mixtures are now mixed thoroughly . find the ratio of milk to water in the new mixture so obtained ?,a,other, 11 : 5 , 9 : 13 , 5 : 11 , 11 : 3 , 15 : 4 
1094,two numbers are in respectively 10 % and 40 % more than a third number . the ratio of the two numbers is ?,a,other, 11 : 14 , 7 : 9 , 17 : 25 , 15 : 26 , 2 : 3 
1095,"the compound ratio of 1 : 2 , 3 : 2 and 4 : 5 ?",d,other, 1 : 9 , 1 : 7 , 1 : 2 , 3 : 5 , 1 : 4 
1096,there are 624 students in a school . the ratio of boys and girls in this school is 3 : 5 . find the total of girls & boys are there in this school ?,d,other, 320 , 345 , 375 , 390 , 400 
1097,"a marketing firm determined that , of 200 households surveyed , 80 used neither brand w nor brand b soap , 60 used only brand w soap , and for every household that used both brands of soap , 3 used only brand b soap . how many of the 200 households surveyed used both brands of soap ?",d,other, 15 , 20 , 30 , 40 , 45 
1098,"there are 12 slate rocks , 16 pumice rocks , and 8 granite rocks randomly distributed in a certain field . if 2 rocks are chosen at random and without replacement , what is the probability that both rocks will be slate rocks ?",c,other, 3 / 32 , 7 / 64 , 11 / 105 , 15 / 127 , 19 / 134 
1099,"the compound ratio of 1 : 3 , 3 : 2 and 4 : 5 ?",d,other, 1 : 9 , 1 : 7 , 1 : 2 , 2 : 5 , 1 : 4 
1100,"if number divisible by both 3 and 2 , then the same number divisible by which number ?",d,other, 4 , 5 , 8 , 6 , 9 
1101,"a bag contains 4 green and 8 white balls . if two balls are drawn simultaneously , the probability that both are of the same colour is",e,other, 8 / 15 , 2 / 5 , 3 / 5 , 11 / 15 , 17 / 33 
1102,"the probability that a computer company will get a computer hardware contract is 2 / 3 and the probability that it will not get a software contract is 5 / 9 . if the probability of getting at least one contract is 4 / 5 , what is the probability that it will get both the contracts ?",a,other, 14 / 45 , 4 / 9 , 4 / 5 , 4 / 6 , none of these 
1103,a student committee on academic integrity has 42 ways to select a president and vice president from a group of candidates . the same person can not be both president and vice president . how many candidates are there ?,a,other, 7 , 8 , 9 , 10 , 11 
1104,a number is said to be prime saturated if the product of all the different positive prime factors of g is less than the square root of g . what is the greatest two digit prime saturated integer ?,d,other, 99 , 98 , 97 , 96 , 95 
1105,39 ! is divided by 41 then find the remainder ?,a,other, 1 , 3 , 5 , 6 , 7 
1106,find the highest common factor of 36 and 84 ?,c,other, 4 , 6 , 12 , 18 , none of these 
1107,the ratio of two numbers is 2 : 3 and their h . c . f . is 6 . their l . c . m . is,c,other, 48 , 22 , 36 , 27 , 67 
1108,"at present , the ratio between the ages of shekhar and shobha is 4 : 3 . after 6 years , shekhar ' s age will be 26 years . find out the age of shobha at present ?",d,other, 10 , 12 , 14 , 15 , 20 
1109,at present the ratio between the ages of arun and deepak is 4 : 3 . after 6 years arun ' s age will be 26 years . what is the age of the deepak ?,a,other, 15 , 20 , 18 , 22 , 35 
1110,"sandy is younger than molly by 12 years . if their ages are in the respective ratio of 7 : 9 , how old is molly ?",c,other, 36 , 45 , 54 , 63 , 72 
1111,uba capital recently bought brand new vehicles for office use . uba capital only went for toyota and honda and bought more of toyota than honda at the ratio of 9 : 1 . if 90 % of the toyota bought and 10 % of the honda bought were suv ã ¢ â ‚ ¬ â „ ¢ s . how many suv ã ¢ â ‚ ¬ â „ ¢ s did uba capital buy in the aforementioned purchase ?,a,other, 82 % , 64 % , 28 % , 69 % , 80 % 
1112,"among 400 students , 56 % study sociology , 44 % study mathematics and 40 % study biology . if 42 % of students study both mathematics and sociology , what is the largest possible number of students who study biology but do not study either mathematics or sociology ?",d,other, 30 , 90 , 120 , 168 , 188 
1113,"if log 1087.5 = 4.9421 , then the number of digits in ( 875 ) 10 is ?",a,other, 60 , 28 , 27 , 26 , 25 
1114,the present ages of reena and usha are 24 and 36 yr . respectively . what was the ratio between the ages of usha and reena respectively 8 yr ago ?,a,other, 7 : 4 , 4 : 7 , 11 : 8 , 8 : 11 , 9 : 12 
1115,"a precious stone weighing 35 grams worth rs . 12,250 is accidentally dropped and gets broken into two pieces having weights in the ratio of 2 : 5 . if the price varies as the square of the weight then find the loss incurred .",d,other, rs . 5750 , rs . 6000 , rs . 5500 , rs . 5000 , rs . 7000 
1116,how many even integers from 1 to 200 ( both inclusive ) have even number of factors ?,e,other, 13 , 14 , 5 , 6 , 7 
1117,"a box contains 4 black , 3 red and 6 green marbles . 3 marbles are drawn from the box at random . what is the probability that both the marbles are of the same color ?",c,other, 24 / 286 , 25 / 709 , 25 / 286 , 24 / 268 , 24 / 226 
1118,"an amount of money is to be distributed among faruk , vasim and ranjith in the ratio 3 : 5 : 9 . if vasims share is rs . 1500 , what is the difference between faruk ' s and ranjith ' s shares ?",a,other, s 1800 , s 1500 , s 1600 , s 1900 , s 1700 
1119,"a bag contains 3 red , 2 blue and 4 green balls . if 2 balls are picked at random , what is the probability that both are red ?",a,other, 1 / 12 , 1 / 13 , 1 / 14 , 1 / 15 , 1 / 18 
1120,"in a graduating class of 232 students , 144 took geometry and 119 took biology . what is the difference between the greatest possible number r and the smallest possible number of students that could have taken both geometry and biology ?",d,other, 144 , 119 , 113 , 88 , 31 
1121,"a shipment of 250 smartphones contains 67 that are defective . if a customer buys two smartphones at random from the shipment , what is the approximate probability that both phones are defective ?",b,other, 1 / 250 , 1 / 14 , 1 / 11 , 1 / 9 , 1 / 3 
1122,the duplicate ratio of 2 : 6 is ?,c,other, 1 : 2 , 1 : 4 , 1 : 9 , 1 : 18 , 1 : 13 
1123,the ratio of the arithmetic mean of two numbers to one of the numbers is 3 : 5 . what is the ratio of the smaller number to the larger ?,a,other, 1 : 5 , 1 : 4 , 1 : 3 , 1 : 2 , 2 : 3 
1124,how many days per calendar year is the month a factor of the day,e,other, 0 , 1 , 59 , 90 , 124 
1125,one fast typist type some matter in 2 hrs and another slow typist type the same matter in 3 hrs . if both do combine in how much time they will take to finish .,c,other, 10 , 11 , 12 , 13 , 14 
1126,"there are 9 executives , including the ceo and cfo , that are asked to form a small team of 5 members . however , the ceo and cfo may not both be assigned to the team . given this constraint , how many ways are there to form the team ?",d,other, 85 , 87 , 89 , 91 , 93 
1127,"in a sports club with 30 members , 16 play badminton and 19 play tennis and 2 do not play either . how many members play both badminton and tennis ?",a,other, 7 , 8 , 9 , 10 , 11 
1128,"a salesman sold twice as much pears in the afternoon than in the morning . if he sold 360 kilograms of pears that day , how many kilograms did he sell in the morning and how many in the afternoon ?",b,other, 560 , 240 , 329 , 443 , 544 
1129,"a company conducted a survey about its two brands , a and b . x percent of respondents liked product a , ( x – 20 ) percent liked product b , 23 percent liked both products , and 23 percent liked neither product . what is the minimum number f of people surveyed by the company ?",d,other, 46 , 80 , f = 90 , f = 100 , 200 
1130,what is the square root of 324 ?,a,other, a ) 18 , b ) 9 , c ) 45 , d ) 62 , e ) 81 
1131,"the ratio of boarders to day students at a school was originally 5 to 12 . however , after a number of new boarders join the initial 330 boarders , the ratio changed to 1 to 2 . if no boarders became day students and vice versa , and no students left the school , how many new boarders joined the school ?",b,other, 48 , 66 , 72 , 80 , 84 
1132,presently the ratio between the ages of dan and james is 6 : 5 . after 4 years dan will be 28 . what is the present age of james ?,a,other, 20 , 19 , 21 , 18 , 22 
1133,"sachin is younger than rahul by 6 years . if the ratio of their ages is 7 : 9 , find the age of sachin",c,other, 24.58 , 14 , 15 , 24.9 , 24.1 
1134,"a certain high school has 500 students . of these students , 30 are taking music , 20 are taking art , and 10 are taking both music and art . how many students are taking neither music nor art ?",d,other, 430 , 440 , 450 , 460 , 470 
1135,"among 200 students , 56 % study sociology , 44 % study mathematics and 40 % study biology . if 30 % of students study both mathematics and sociology , what is the largest possible number of students who study biology but do not study either mathematics or sociology ?",a,other, 60 , 90 , 120 , 172 , 188 
1136,"the compound ratio of 5 : 6 , 3 : 2 and 4 : 5 ?",d,other, 1 : 8 , 1 : 6 , 1 : 2 , 1 : 1 , 1 : 7 
1137,"a bottle contains a certain solution . in the bottled solution , the ratio of water to soap is 3 : 2 , and the ratio of soap to salt is five times this ratio . the solution is poured into an open container , and after some time , the ratio of water to soap in the open container is halved by water evaporation . at that time , what is the ratio of water to salt in the solution ?",e,other, 1 : 1 , 2 : 3 , 3 : 2 , 9 : 4 , 45 : 8 
1138,"the number of stamps that p and q had were in the ratio of 5 : 3 respectively . after p gave q 10 stamps , the ratio of the number of p ' s stamps to the number of q ' s stamps was 9 : 7 . as a result of the gift , p had how many more stamps than q ?",a,other, 20 , 30 , 40 , 60 , 90 
1139,"if 2.5 of a number is equal to 0.75 of another number , the ratio of the numbers is :",c,other, 2 : 3 , 3 : 4 , 3 : 10 , 20 : 3 , 30 : 7 
1140,"if 4 tic equals 3 tacs and 6 tacs equal 4 tocs , what is the ratio of one tic to one toc ?",e,other, 15 / 2 , 6 / 5 , 5 / 6 , 3 / 10 , 2 / 1 
1141,"there are 456 doctors and nurses in a hospital . if the ratio of the doctors to the nurses is 8 : 11 , then how many nurses are there in the hospital ?",a,other, 264 , 209 , 57 , 171 , 181 
1142,"a movie buff buys movies on dvd and on blu - ray in a ratio of 17 : 4 . if she returns 4 blu - ray movies , that ratio would change to 9 : 2 . if she buys movies on no other medium , what was the original number of movies purchased ?",e,other, 22 , 28 , 77 , 99 , 378 
1143,"find the two digit number , such that the ratio is 7 / 4 of original number to the number formed by reversing the digits .",b,other, 20 , 21 , 22 , 23 , 24 
1144,"in a group of 100 cars , 37 cars do not have air conditioning . if at least 51 cars have racing stripes , what is the greatest number of cars that could have air conditioning but not racing stripes ?",d,other, 45 , 47 , 48 , 49 , 53 
1145,"a salesman sold twice as much pears in the afternoon than in the morning . if he sold $ 420 kilograms of pears that day , how many kilograms did he sell in the afternoon ?",d,other, 120 , 180 , 240 , 280 , 320 
1146,"the probability that a can solve the problem is 2 / 3 and b can solve it is 3 / 4 . if both of them attemp the problem , then what is the probability that the problem get solved ?",c,other, 9 / 12 , 10 / 12 , 11 / 12 , 1 , 2 
1147,"a bag contains 9 green and 8 white balls . if two balls are drawn simultaneously , the probability that both are of the same colour is",a,other, 8 / 17 , 2 / 5 , 3 / 5 , 11 / 15 , 7 / 15 
1148,two numbers are in the ratio 5 : 8 and thier h . c . f is 4 . find the numbers .,b,other, 25 and 40 , 20 and 32 , 30 and 48 , 15 and 24 , 16 and 25 
1149,"how many of the positive factors of 45 , 16 and how many common factors are there in numbers ?",a,other, 1 , 2 , 3 , 4 , 5 
1150,three numbers are in the ratio of 2 : 3 : 4 and their l . c . m . is 240 . their h . c . f . is :,b,other, 30 , 20 , 40 , 60 , 70 
1151,the triplicate ratio of 3 : 5 is ?,a,other, 27 : 125 , 1 : 62 , 1 : 34 , 3 : 64 , 5 : 64 
1152,how many trailing zeros will be there after the rightmost non - zero digit in the value of 25 ! ( factorial 25 ) ?,c,other, 25 , 8 , 6 , 5 , 2 
1153,how many prime numbers between 1 and 100 are factors of 67830 ?,c,other, 4 , 5 , 6 , 3 , 2 
1154,"in a class , 7 students like to play basketball and 8 like to play cricket . 3 students like to play on both basketball and cricket . how many students like to play basketball or cricket or both ?",a,other, 12 , 15 , 16 , 18 , 22 
1155,"in township k , 1 / 4 of the housing units are equiped with cable tv . if 1 / 10 of the housing units , including 1 / 3 of those that are equiped with cable tv , are equipped with videocassette recorders , what fraction of the housing units have neither cable tv nor videocassette recorders ?",b,other, 23 / 30 , 11 / 15 , 7 / 10 , 1 / 6 , 2 / 15 
1156,"if both 5 ^ 2 and 3 ^ 4 are factors of the number a * 4 ^ 3 * 6 ^ 2 * 13 ^ 11 , then what is the smallest possible value of a ?",d,other, 80 , 120 , 150 , 225 , 300 
1157,the triplicate ratio of 1 : 4 is ?,d,other, 1 : 7 , 1 : 8 , 1 : 3 , 1 : 64 , 1 : 2 
1158,"if both 2 ^ 2 and 3 ^ 4 are factors of the number a * 4 ^ 3 * 6 ^ 2 * 13 ^ 11 , then what is the smallest possible value of a ?",b,other, 6 , 9 , 12 , 15 , 18 
1159,ratio of girl and boys in class is 5 : 6 . if 20 girl leave the class and ratio become 2 : 3 . calculate the no . of boys ?,b,other, 100 , 120 , 80 , 90 , none of the above 
1160,"in a factory , each day the expected number of accidents is related to the number of overtime hour by linear equation . suppose that on one day there were 1000 overtime hours logged and 8 accidents reported and on another day there were 400 overtime hours logged and 5 accidents . what is the expected number of accidents when no overtime hours are logged ?",b,other, 2 , 3 , 4 , 5 , 6 
